dataset,record_id,label,group,blue_max,blue_mean,blue_min,blue_p10,blue_p90,blue_std,bsi_max,bsi_mean,bsi_min,bsi_p10,bsi_p90,bsi_std,canopy_fraction_ndvi_035,canopy_fraction_ndvi_05,green_max,green_mean,green_min,green_p10,green_p90,green_std,mask_pixel_count,ndmi_max,ndmi_mean,ndmi_min,ndmi_p10,ndmi_p90,ndmi_std,ndvi_glcm_contrast,ndvi_glcm_correlation,ndvi_glcm_dissimilarity,ndvi_glcm_energy,ndvi_glcm_homogeneity,ndvi_max,ndvi_mean,ndvi_min,ndvi_p10,ndvi_p90,ndvi_std,ndwi_max,ndwi_mean,ndwi_min,ndwi_p10,ndwi_p90,ndwi_std,nir_glcm_contrast,nir_glcm_correlation,nir_glcm_dissimilarity,nir_glcm_energy,nir_glcm_homogeneity,nir_max,nir_mean,nir_min,nir_p10,nir_p90,nir_std,parcel_area_ha,red_max,red_mean,red_min,red_p10,red_p90,red_std,swir1_max,swir1_mean,swir1_min,swir1_p10,swir1_p90,swir1_std
train,parcel_1777662581023_xa3jy,intensif,Gafsa__lat173_lng44,0.2354000061750412,0.06938032805919647,0.04190000146627426,0.05040000006556511,0.10930000245571136,0.027202444151043892,0.2337062954902649,0.08636143803596497,-0.027242325246334076,0.020590780302882195,0.15421074628829956,0.05010347068309784,0.7731648683547974,0.09235860407352448,0.33640000224113464,0.10797031223773956,0.07109999656677246,0.08160000294446945,0.16313999891281128,0.037330836057662964,3324.0,0.11445476859807968,-0.012464534491300583,-0.19185633957386017,-0.0824318453669548,0.05557645112276077,0.0543033741414547,356.4533996582031,0.5234158039093018,9.278104782104492,0.3766827881336212,0.4599962532520294,0.5873543620109558,0.39400482177734375,0.0975298136472702,0.22853058576583862,0.49735814332962036,0.09742303937673569,-0.22021329402923584,-0.4757215082645416,-0.6020151376724243,-0.5420698523521423,-0.3658580482006073,0.06645947694778442,72.4272232055664,0.41143426299095154,3.744163751602173,0.3989533483982086,0.5744771361351013,0.5264000296592712,0.29513949155807495,0.2547999918460846,0.26993000507354736,0.35067999362945557,0.03892550989985466,33.253440856933594,0.4251999855041504,0.13434354960918427,0.07440000027418137,0.09229999780654907,0.21979999542236328,0.056378334760665894,0.5504999756813049,0.30557897686958313,0.22669999301433563,0.24729999899864197,0.4059999883174896,0.0596444271504879
train,parcel_1777662650200_lx0g1,intensif,Gafsa__lat173_lng44,0.26440000534057617,0.0761193037033081,0.032600000500679016,0.05649999901652336,0.09889999777078629,0.02115727961063385,0.454497754573822,0.0572177991271019,-0.23685070872306824,-0.006204923149198294,0.115215964615345,0.05352983623743057,0.7783972024917603,0.09843205660581589,0.3540000021457672,0.11738869547843933,0.05860000103712082,0.09000000357627869,0.14740000665187836,0.02897663414478302,40180.0,0.31233400106430054,0.031106799840927124,-0.5859402418136597,-0.030712135136127472,0.09877432137727737,0.0580667145550251,171.39266967773438,0.6330416202545166,5.426104545593262,0.5426436066627502,0.6067309379577637,0.7361531257629395,0.39855003356933594,0.0387268140912056,0.2895725667476654,0.4992126226425171,0.08966882526874542,0.0959324836730957,-0.49466896057128906,-0.7101879119873047,-0.566260814666748,-0.4128331243991852,0.0662943422794342,15.334930419921875,0.6603550314903259,1.439512014389038,0.5503978133201599,0.7099635004997253,0.5600000023841858,0.34208059310913086,0.05889999866485596,0.3158000111579895,0.375,0.027655428275465965,402.0617980957031,0.47699999809265137,0.15053489804267883,0.04699999839067459,0.10890000313520432,0.1949000060558319,0.043679650872945786,0.6389999985694885,0.323762446641922,0.17239999771118164,0.271699994802475,0.3745099902153015,0.04917927831411362
train,parcel_1777662674673_x7v1z,intensif,Gafsa__lat173_lng44,0.22439999878406525,0.07007700949907303,0.021700000390410423,0.033399999141693115,0.10360000282526016,0.026143621653318405,0.3158140778541565,-0.00778881786391139,-0.4252873957157135,-0.23183685541152954,0.14090745151042938,0.1434449702501297,0.6489708423614502,0.4073220193386078,0.32679998874664307,0.1098383441567421,0.04820000007748604,0.05939999967813492,0.15880000591278076,0.03644609451293945,17782.0,0.4704424738883972,0.0851973444223404,-0.33249610662460327,-0.06275027990341187,0.2922497093677521,0.13658404350280762,289.0860290527344,0.8771116733551025,7.623239994049072,0.4618593752384186,0.5274894833564758,0.873955249786377,0.4753260016441345,0.07881075888872147,0.2674424350261688,0.7656787633895874,0.18433593213558197,-0.18691588938236237,-0.5263605117797852,-0.7814304828643799,-0.708641767501831,-0.39946699142456055,0.11606364697217941,15.682493209838867,0.7552263140678406,1.905916452407837,0.4672834873199463,0.6305446028709412,0.49639999866485596,0.34556570649147034,0.21080000698566437,0.3075000047683716,0.3885999917984009,0.03055167943239212,177.9577178955078,0.41839998960494995,0.13047322630882263,0.027699999511241913,0.04619999974966049,0.21669000387191772,0.06163332611322403,0.48890000581741333,0.2999572455883026,0.14720000326633453,0.19269999861717224,0.4099000096321106,0.0798959881067276
train,parcel_1777662687780_8zuuk,intensif,Gafsa__lat173_lng44,0.16419999301433563,0.06708943098783493,0.03920000046491623,0.05643000081181526,0.0794999971985817,0.011892734095454216,0.19970577955245972,-0.010878177359700203,-0.18485768139362335,-0.08167021721601486,0.050974417477846146,0.053945016115903854,0.9650735259056091,0.48223039507865906,0.22859999537467957,0.10682699084281921,0.07100000232458115,0.09220000356435776,0.1242000013589859,0.01589958183467388,3264.0,0.2565043866634369,0.09732463955879211,-0.142378568649292,0.030436906963586807,0.17395447194576263,0.057262640446424484,145.66290283203125,0.43297165632247925,5.073389530181885,0.5775530338287354,0.630742609500885,0.7346394062042236,0.4934285581111908,0.1344241052865982,0.41499829292297363,0.5712894797325134,0.07050357758998871,-0.2642420530319214,-0.5444217920303345,-0.6917064189910889,-0.5948903560638428,-0.4928308427333832,0.04667893797159195,4.54154109954834,0.6919150948524475,1.023622989654541,0.585985541343689,0.7252702713012695,0.40540000796318054,0.36067935824394226,0.30239999294281006,0.3368000090122223,0.3815999925136566,0.016806472092866898,32.66582489013672,0.2992999851703644,0.12346344441175461,0.05959999933838844,0.0989999994635582,0.15157000720500946,0.025505388155579567,0.45399999618530273,0.29786771535873413,0.2328999936580658,0.26109999418258667,0.33779001235961914,0.03266310691833496
train,parcel_1777662715410_fr6g1,intensif,Gafsa__lat173_lng44,0.21660000085830688,0.06528837978839874,0.032099999487400055,0.04780000075697899,0.10320000350475311,0.025074779987335205,0.26024919748306274,0.0233859121799469,-0.15259116888046265,-0.047963619232177734,0.12540841102600098,0.065555140376091,0.8507346510887146,0.5457513928413391,0.3100000023841858,0.09809353202581406,0.05900000035762787,0.07360000163316727,0.15209999680519104,0.03541338071227074,12863.0,0.2194012850522995,0.048411037772893906,-0.24660305678844452,-0.0457829087972641,0.11829947680234909,0.06545259803533554,357.9833679199219,0.4972250461578369,6.8043670654296875,0.6356191039085388,0.6847384572029114,0.7449131011962891,0.47166708111763,0.06855791062116623,0.2581518590450287,0.5830394625663757,0.12138630449771881,-0.20533332228660583,-0.5285009741783142,-0.7126156091690063,-0.6014916896820068,-0.38436204195022583,0.08420035988092422,17.7346248626709,0.5199480652809143,1.434749722480774,0.6428907513618469,0.7743504643440247,0.504800021648407,0.3082495629787445,0.2606000006198883,0.28279998898506165,0.34200000762939453,0.028026260435581207,128.7885284423828,0.396699994802475,0.11671343445777893,0.05119999870657921,0.07810000330209732,0.20178000628948212,0.05451138690114021,0.5450000166893005,0.2837495803833008,0.20010000467300415,0.23520000278949738,0.37940001487731934,0.05885212868452072
train,parcel_1777663020929_sz60j,intensif,Gabes__lat168_lng49,0.16410000622272491,0.09529726207256317,0.05530000105500221,0.07315000146627426,0.11885000020265579,0.017788689583539963,0.1931425780057907,0.04590391740202904,-0.12865173816680908,-0.0481342151761055,0.1105080097913742,0.05718604475259781,0.6633738875389099,0.11854103207588196,0.25380000472068787,0.14977210760116577,0.09430000185966492,0.11964999884366989,0.18404999375343323,0.025893880054354668,1316.0,0.23437288403511047,0.05759263038635254,-0.09656501561403275,-0.009589391760528088,0.14473387598991394,0.05858273431658745,137.3162078857422,0.5431991815567017,4.812472343444824,0.6802914142608643,0.7065507769584656,0.6397515535354614,0.3819390535354614,0.13139624893665314,0.26939743757247925,0.5186245441436768,0.09009324759244919,-0.30777233839035034,-0.48833030462265015,-0.6387984156608582,-0.5633423328399658,-0.4123140871524811,0.056441277265548706,9.079819679260254,0.4646548926830292,1.2497190237045288,0.6840284466743469,0.7618188858032227,0.5180000066757202,0.4324077367782593,0.3806000053882599,0.40789997577667236,0.4607999920845032,0.021261416375637054,13.150397300720215,0.37380000948905945,0.1966407150030136,0.09279999881982803,0.13655000925064087,0.25634998083114624,0.045918241143226624,0.541100025177002,0.38717836141586304,0.28110000491142273,0.3209500014781952,0.44130000472068787,0.0434429869055748
train,parcel_1777665966157_egeq5,extensif,Mahdia__lat176_lng53,0.20270000398159027,0.12597352266311646,0.05460000038146973,0.10300000011920929,0.14902999997138977,0.01799086481332779,0.3151412308216095,0.1959071308374405,-0.16902701556682587,0.17147251963615417,0.22348321974277496,0.027416856959462166,0.0063237776048481464,0.0038996627554297447,0.2978000044822693,0.19583268463611603,0.10010000318288803,0.16007000207901,0.23119999468326569,0.027626745402812958,9488.0,0.26060301065444946,-0.12057697027921677,-0.31219980120658875,-0.15729831159114838,-0.0901038870215416,0.03216642513871193,57.42056655883789,0.6017752289772034,3.9555552005767822,0.38081881403923035,0.4799502491950989,0.7189585566520691,0.19485080242156982,0.10429175943136215,0.152092844247818,0.23637086153030396,0.042744122445583344,-0.17892426252365112,-0.34961310029029846,-0.6501121520996094,-0.38444483280181885,-0.31184837222099304,0.0318392775952816,31.315420150756836,0.714447021484375,3.0590646266937256,0.38243168592453003,0.5244951844215393,0.5149999856948853,0.4044247567653656,0.21480000019073486,0.3531999886035919,0.44780001044273376,0.03727804124355316,94.92092895507812,0.4027999937534332,0.27403369545936584,0.08420000225305557,0.2233700007200241,0.323199987411499,0.039446163922548294,0.6079000234603882,0.5144163370132446,0.2955000102519989,0.46860000491142273,0.555400013923645,0.035320233553647995
train,parcel_1777666096636_lo0y0,extensif,Sfax__lat175_lng52,0.21469999849796295,0.1245620995759964,0.07970000058412552,0.10570000112056732,0.1446000039577484,0.014980006963014603,0.3267759680747986,0.23910441994667053,0.10928600281476974,0.2131526917219162,0.27466830611228943,0.02319520339369774,0.0,0.0,0.28060001134872437,0.18827007710933685,0.10930000245571136,0.14659999310970306,0.22540000081062317,0.030179714784026146,36964.0,-0.038768220692873,-0.17740720510482788,-0.33373168110847473,-0.255840539932251,-0.12140321731567383,0.05001790449023247,14.476104736328125,0.264384925365448,1.8417422771453857,0.5675120949745178,0.6658148765563965,0.29117539525032043,0.13586178421974182,0.07327701896429062,0.11589332669973373,0.15952059626579285,0.018584739416837692,-0.1855737864971161,-0.31444302201271057,-0.42817625403404236,-0.3450712561607361,-0.28564777970314026,0.023441489785909653,18.891698837280273,0.9217228293418884,1.965471625328064,0.5627102255821228,0.6679074168205261,0.5192000269889832,0.3624168634414673,0.21199999749660492,0.26809999346733093,0.436599999666214,0.06456600874662399,369.51434326171875,0.4244000017642975,0.27595582604408264,0.14920000731945038,0.20499999821186066,0.3368000090122223,0.05104035139083862,0.6394000053405762,0.5127261281013489,0.3716999888420105,0.4505999982357025,0.5662000179290771,0.045864515006542206
train,parcel_1777666127269_tb54q,extensif,Sfax__lat175_lng52,0.2786000072956085,0.14057356119155884,0.06560000032186508,0.121799997985363,0.15880000591278076,0.014677965082228184,0.36490532755851746,0.21859173476696014,0.10728894174098969,0.20217347145080566,0.23668061196804047,0.014697298407554626,0.00010814123379532248,0.0,0.36500000953674316,0.22041337192058563,0.09319999814033508,0.18880000710487366,0.2517000138759613,0.02458130195736885,55483.0,-0.014858001843094826,-0.1323346048593521,-0.40439707040786743,-0.1615018993616104,-0.10588812828063965,0.02484886720776558,21.2266845703125,0.36722299456596375,2.5278708934783936,0.47389790415763855,0.576741099357605,0.46300604939460754,0.13322128355503082,0.061194777488708496,0.10820060223340988,0.1619449257850647,0.02198879048228264,-0.1366799920797348,-0.3216603100299835,-0.5269547700881958,-0.3499021828174591,-0.2950819730758667,0.022370595484972,23.064586639404297,0.7784136533737183,2.258861541748047,0.4717605412006378,0.6087840795516968,0.5853999853134155,0.42873844504356384,0.17880000174045563,0.3799999952316284,0.47519999742507935,0.039000049233436584,555.0980834960938,0.48739999532699585,0.32866358757019043,0.11540000140666962,0.28220000863075256,0.3747999966144562,0.037018027156591415,0.632099986076355,0.5581336617469788,0.40560001134872437,0.5160999894142151,0.5968999862670898,0.032509252429008484
train,parcel_1777666170696_fk7cq,extensif,Sfax__lat175_lng52,0.27000001072883606,0.13064999878406525,0.05299999937415123,0.10660000145435333,0.15479999780654907,0.019535398110747337,0.38954979181289673,0.214222714304924,0.0843772366642952,0.1914922446012497,0.23700977861881256,0.01888320781290531,9.96385351754725e-05,5.535473974305205e-06,0.35199999809265137,0.19511164724826813,0.07000000029802322,0.15039999783039093,0.23589999973773956,0.033394429832696915,180653.0,0.005167465656995773,-0.14523006975650787,-0.43085312843322754,-0.19747953116893768,-0.10234628617763519,0.03737218305468559,18.39291763305664,0.647033154964447,2.496243953704834,0.40695899724960327,0.5343332886695862,0.5176733732223511,0.1555040329694748,0.07666290551424026,0.12458652257919312,0.18857142329216003,0.025898871943354607,-0.19567281007766724,-0.3264685869216919,-0.5913676023483276,-0.35372820496559143,-0.2989150881767273,0.022157831117510796,28.150386810302734,0.8938897848129272,2.732051134109497,0.4046146273612976,0.5454753041267395,0.548799991607666,0.3831658959388733,0.1460999995470047,0.301800012588501,0.45080000162124634,0.05826323851943016,1807.116455078125,0.4564000070095062,0.28177595138549805,0.09160000085830688,0.2101999968290329,0.3431999981403351,0.05216538906097412,0.6319000124931335,0.5094571709632874,0.3005000054836273,0.44760000705718994,0.5633999705314636,0.04720131307840347
